Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
5b.KillerID_Company_User_BulkActions,Chrome 149.0.7827.114,Sprint 4b - KillerID_User BulkActions 8 cases (Phase1 + Phase2). C10059 destructive last with self-contained Sync teardown.,,16-06-2026 07:41:27,16-06-2026 07:52:57,11m - 29.622s,PASSED
,,,,,,,
Test Cases/KillerID_User/C10058_사용자 Bulk Actions UI 검증,Chrome 149.0.7827.114,"C10058 - 사용자 Bulk Actions UI 검증
TestRail: C10058 - Verify the User bulk actions

사전 조건: 관리자 역할

1. KillerID 대시보드에 관리자로 로그인하세요
2. 'User' 탭으로 이동하세요
3. 사용자 테이블 상단의 action toolbar 확인 (Delete / Force Logout / Reset Password / Change Start URL / 2-Step Verification / Download 등)
4. 초기 상태: 아무 user row 도 선택 안 됨 — action 버튼들이 비활성화 (disabled) 인지 확인
5. 1개 user row 의 체크박스 선택
6. 선택 후: 해당 action 버튼들이 활성화 (enabled) 되는지 확인

결과값: Bulk actions toolbar 의 모든 버튼이 정상 노출되고, 사용자 선택 상태에 따라 활성/비활성 전환됩니다.",,16-06-2026 07:41:27,16-06-2026 07:41:51,23.667s,PASSED
try,Chrome 149.0.7827.114,,,16-06-2026 07:41:28,16-06-2026 07:41:49,21.563s,PASSED
Finally,Chrome 149.0.7827.114,,,16-06-2026 07:41:49,16-06-2026 07:41:49,0.126s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 07:41:49,16-06-2026 07:41:49,0.007s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 07:41:49,16-06-2026 07:41:51,1.512s,PASSED
,,,,,,,
Test Cases/KillerID_User/C10067_선택한 사용자의 Start URL 변경,Chrome 149.0.7827.114,"C10067 - 선택한 사용자의 Start URL 변경
TestRail: C10067 - Change Start URL for the selected users

사전 조건: 관리자 역할

1. KillerID 대시보드에 관리자로 로그인하세요
2. 'User' 탭으로 이동하세요
3. 대상 테스트 사용자 검색 (검색창 활용)
4. 해당 user 의 체크박스 선택
5. action toolbar 의 'Change Start URL' 버튼 클릭
6. URL 입력란에 테스트 URL 입력 (예: https://test.example.com)
7. Save / Apply 클릭
8. user table 의 Start URL 컬럼이 입력값으로 변경되었는지 확인

결과값: 선택한 사용자의 Start URL 이 입력값으로 변경되어 테이블에 즉시 반영됩니다.",,16-06-2026 07:41:51,16-06-2026 07:42:27,36.384s,PASSED
"TARGET_EMAIL = ""demo3@demo.netkillersoft.com""",Chrome 149.0.7827.114,,,16-06-2026 07:41:51,16-06-2026 07:41:51,0.001s,PASSED
"TEST_URL = ""https://test.bulk.example.com""",Chrome 149.0.7827.114,,,16-06-2026 07:41:51,16-06-2026 07:41:51,0.003s,PASSED
"originalStartURL = """"",Chrome 149.0.7827.114,,,16-06-2026 07:41:51,16-06-2026 07:41:51,0.001s,PASSED
try,Chrome 149.0.7827.114,,,16-06-2026 07:41:51,16-06-2026 07:42:26,34.643s,FAILED
Finally,Chrome 149.0.7827.114,,,16-06-2026 07:42:26,16-06-2026 07:42:26,0.122s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 07:42:26,16-06-2026 07:42:26,0.003s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 07:42:26,16-06-2026 07:42:27,1.342s,PASSED
,,,,,,,
