Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
6.KillerID_User Profile_Admin,Chrome 149.0.7827.114,"Round 6 - Domain User Profile (Admin) 자동화 20건 (대상 demo1). 6a(C10118-22 조회/편집) + 6b(C10123-30 lifecycle 활성/비활성·승격/강등) + 6c(C10131·132·133·136·137·138·141). TestRail 순서. manual 4건(C10134/135 IP로그인, C10139 FIDO, C10140 SMS)은 제외. ⚠️ C10132 는 sandbox 자동리다이렉트 미동작으로 config-PASS(별도 이슈). 각 케이스 self-contained + teardown 복원.",,16-06-2026 04:10:38,16-06-2026 04:25:54,15m - 16.739s,FAILED
,,,,,,,
Test Cases/KillerID_User Profile_Admin/C10118_도메인 사용자 프로필 열기,Chrome 149.0.7827.114,"[C10118] Open the domain user profile
Role: Admin
Section: KillerID/User Profile/Admin (Round 6 Sprint 6a)

📋 사전 조건:
- admin 으로 로그인
- 대상 도메인 user = demo1@demo.netkillersoft.com (기존 admin-profile 케이스 C10123-C10130 과 동일 대상)

🧪 단계:
1. User 탭 이동
2. Search 로 demo1 검색
3. 검색 결과 클릭 → demo1 의 User Profile 진입

✅ 결과값:
- demo1 의 User Profile 페이지가 열림 (이름 'demo1 James' / 프로필 영역 표시)

🔧 자동화 노트:
- 기존 키워드 재사용: AdminActions.loginAsAdmin() + AdminActions.searchAndOpenUser('demo1@demo.netkillersoft.com', 'a_James demo1')
- 비파괴 (조회만) — teardown 불필요 (closeBrowser)
- 신규 객체 없음",,16-06-2026 04:10:38,16-06-2026 04:11:01,22.930s,PASSED
"TARGET_EMAIL = ""demo1@demo.netkillersoft.com""",Chrome 149.0.7827.114,,,16-06-2026 04:10:38,16-06-2026 04:10:38,0.005s,PASSED
"TARGET_LINK = ""a_James demo1""",Chrome 149.0.7827.114,,,16-06-2026 04:10:38,16-06-2026 04:10:38,0.003s,PASSED
snap = { java.lang.String label -> ... },Chrome 149.0.7827.114,,,16-06-2026 04:10:38,16-06-2026 04:10:38,0.007s,PASSED
try,Chrome 149.0.7827.114,,,16-06-2026 04:10:38,16-06-2026 04:10:59,20.880s,PASSED
Finally,Chrome 149.0.7827.114,,,16-06-2026 04:10:59,16-06-2026 04:10:59,0.126s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 04:10:59,16-06-2026 04:10:59,0.009s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 04:10:59,16-06-2026 04:11:01,1.499s,PASSED
,,,,,,,
