Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
8.KillerID_Departments,Chrome 149.0.7827.114,"Round 8 - Departments 자동화 15건 (8a 조회 3 + 8b IP&StartURL 5 + 8c 2SV&세션 7). 대상 부서: Finance. manual 9건(부서 IP 로그인/2SV 로그인/Start URL 리다이렉트/GWS OU Sync 4/부서 삭제) 제외. 부서 액션은 호버→""...""→항목(동적 id org-level-popup<n> 회피, 텍스트 스코프 JS). 모달은 id 스코프 + getComputedStyle 표시판정. 부서 IP필터링은 회사 IP필터 OFF 시 안내 alert(게이팅) 검증. 세션 무효값은 native alert 검증. 모든 케이스 teardown 복원 내장.",,16-06-2026 04:25:58,16-06-2026 04:32:03,6m - 4.063s,PASSED
,,,,,,,
Test Cases/KillerID_Departments/C10013_부서 구조 검증,Chrome 149.0.7827.114,"[C10013] Verify the Departments structure
Role: Admin | 대상 부서: Finance
Section: KillerID/Departments (Round 8 Sprint 8a)

📋 사전 조건:
- admin 로그인 → Departments 영역 진입

🧪 단계 (inferred):
1. Departments(부서) 목록/트리 화면 진입
2. 부서 계층 구조(GWS OU 동기화) 렌더 검증

✅ 결과값:
- 부서 트리/목록이 정상 표시 (Finance 포함)

🔧 자동화 노트:
- 캡처: Departments 탭/메뉴 진입점, 부서 트리/목록 컨테이너
- 검증은 JS robust(부서명 텍스트 탐지)",,16-06-2026 04:25:59,16-06-2026 04:26:25,26.602s,PASSED
"DEPT = ""Finance""",Chrome 149.0.7827.114,,,16-06-2026 04:25:59,16-06-2026 04:25:59,0.007s,PASSED
snap = { java.lang.String label -> ... },Chrome 149.0.7827.114,,,16-06-2026 04:25:59,16-06-2026 04:25:59,0.012s,PASSED
waitSideMenu = { -> ... },Chrome 149.0.7827.114,,,16-06-2026 04:25:59,16-06-2026 04:25:59,0.007s,PASSED
try,Chrome 149.0.7827.114,,,16-06-2026 04:25:59,16-06-2026 04:26:24,25.182s,PASSED
Finally,Chrome 149.0.7827.114,,,16-06-2026 04:26:24,16-06-2026 04:26:24,0.124s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 04:26:24,16-06-2026 04:26:24,0.013s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 04:26:24,16-06-2026 04:26:25,0.873s,PASSED
,,,,,,,
Test Cases/KillerID_Departments/C10014_부서 사용자 검증,Chrome 149.0.7827.114,"[C10014] Verify the Department users
Role: Admin | 대상 부서: Finance
Section: KillerID/Departments (Round 8 Sprint 8a)

📋 사전 조건:
- admin 로그인 → Finance 부서 선택

🧪 단계 (inferred):
1. Finance 부서 클릭/선택
2. 해당 부서 소속 사용자 목록 표시 검증

✅ 결과값:
- Finance 부서의 사용자 목록이 표시됨

🔧 자동화 노트:
- 캡처: 부서 선택 시 사용자 목록 영역
- 0명 허용 분기(부서에 사용자 없을 수 있음)",,16-06-2026 04:26:25,16-06-2026 04:26:42,16.671s,PASSED
"DEPT = ""Finance""",Chrome 149.0.7827.114,,,16-06-2026 04:26:25,16-06-2026 04:26:25,0.003s,PASSED
snap = { java.lang.String label -> ... },Chrome 149.0.7827.114,,,16-06-2026 04:26:25,16-06-2026 04:26:25,0.001s,PASSED
waitSideMenu = { -> ... },Chrome 149.0.7827.114,,,16-06-2026 04:26:25,16-06-2026 04:26:25,0.003s,PASSED
try,Chrome 149.0.7827.114,,,16-06-2026 04:26:25,16-06-2026 04:26:41,15.962s,PASSED
Finally,Chrome 149.0.7827.114,,,16-06-2026 04:26:41,16-06-2026 04:26:41,0.140s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 04:26:41,16-06-2026 04:26:41,0.006s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 04:26:41,16-06-2026 04:26:42,0.396s,PASSED
,,,,,,,
Test Cases/KillerID_Departments/C10015_부서 액션 검증,Chrome 149.0.7827.114,"[C10015] Verify the actions with Department
Role: Admin | 대상 부서: Finance
Section: KillerID/Departments (Round 8 Sprint 8a)

📋 사전 조건:
- admin 로그인 → Finance 부서 선택/액션 메뉴

🧪 단계 (inferred):
1. Finance 부서의 액션(편집/IP필터/Start URL/2SV/Session/삭제 등) 가용성 검증

✅ 결과값:
- 부서 액션 UI(편집/설정 항목)가 노출됨

🔧 자동화 노트:
- 캡처: 부서 액션 버튼/메뉴(Edit, IP Filtering, Start URL, 2SV, Session Duration)",,16-06-2026 04:26:42,16-06-2026 04:26:57,14.903s,PASSED
"DEPT = ""Finance""",Chrome 149.0.7827.114,,,16-06-2026 04:26:42,16-06-2026 04:26:42,0.001s,PASSED
snap = { java.lang.String label -> ... },Chrome 149.0.7827.114,,,16-06-2026 04:26:42,16-06-2026 04:26:42,0.001s,PASSED
waitSideMenu = { -> ... },Chrome 149.0.7827.114,,,16-06-2026 04:26:42,16-06-2026 04:26:42,0.001s,PASSED
try,Chrome 149.0.7827.114,,,16-06-2026 04:26:42,16-06-2026 04:26:55,13.091s,PASSED
